review_comment_message,feeling
ainda recebi produto parado gonçalo desde dia,0
chegou nota fiscal nao chegou produto liguei correios falaram chegou envelope quero saber sobre produto codigo autenticidade nao confere nome outra,0
recebi produto ainda consta correios ainda chegou unidade retirar aguardando instruçõ,0
gostei produto recomendo,2
luva muto boa vem segunda pele usar baixo luva normal pena segunda pele veio linha saindo bem meio puxar descostura luva impermeável ótima,2
verdade correio forma entrega demorada,0
produto chegou antes prazo bom,2
produto entregue dentro prazo entretanto veio amassado ponta long,1
ótima máquina faz bem algodão doce sobrinhas adoraram,2
serviço bom entrega rápida eficient,2
produto chegou dentro prazo portanto recomendo loja,0
recomendo,2
comprei relógio cores pulseiras preta azul vermelha chegou diferente disso branca rosa cinza azulado cores quero trocar produto,0
produto entregue prazo perfeito estado conservação,2
rápido entrega,2
recebi produto faltando outro,1
sempre compro problemas nenhum contrário recebi mercadoria antes prazo,2
bem atendido valor cobrado divergente valor apresentado site desconto forma pagamento tudo ja resolvido,1
bonito produto,2
gostei produto,0
delicadinho lindinho,2
satisfeita produto loja,2
chegou antes previsto site bom super recomendo,2
poren aguardando resposta sobre troca produto veio amaçado pequeno aranhado vidro,0
bom produto,2
bom,2
produto entregue dentro prazo,2
bom realmente funciona tirando dores corpo,2
produto entregue rapidamente produto corresponde imagem ilustrativa tanto modelo quanto cor,1
ótimo,2
obg todo,1
produto entregue dentro prazo,2
excelente produto fica chiando gostei,2
parceria péssima prazo entrega meses acabei cancelando produto felizmente devolveram produto,0
gostei porque empresa enviou envelope vazio,0
atendeu prazo,2
produto funciona corretamente aquece bem indicado microeletrônica vez ponteira bem fina quanto prazo chegou semana nordest,2
recebi nota email informativo entrega produto ainda ocorreu gostaria saber motivo,0
super recomendo vendedor produto chegou dias após reconhecimento pagamento produto igual descrito,2
tampa fica balançando saindo última recomendo panela,2
entregue produto,2
recomendo loja entregou dentro prazo combinado,2
tudo ok compra chegou antes prazo,2
veio atraso semana quebrou entrei contato vendedor ressarcimento autorizou devolução reparo mandou email dando prazo apenas dia,0
prazo expirou ainda recebi produto,0
otima compra,2
agora recebi produto,0
produto entregue corretamente dentro prazo,2
loja responsabilidad,2
carrinho entregu,0
infelizmente feliz realizar compra pois ate hoje encomenda encontra parada agencias correio,0
gostei tudo esperava,2
manual vem todo inglês manusear relógio contento vou devolver encomenda correio renata,0
gostei produto,2
produto ficou aguardando retirada notificada telefone certo receber casa pq netshoes posthaus sempre entregam pq targaryen entrega entendo,0
ok,1
produto entregu,0
falta serum vichy ainda recebi,0
recebi produto momento,0
aguardo saber vão resolver problema,1
produto veio conforme pedido dentro prazo fiquei chateado pq caixinha veludo veio danificada provavelmente transporte vou ter gastar comprar outra,1
mantem anunciado site produto fornecer gerando problemas quanto devolução descontado cartão crédito,0
péssima compra recebi produto nenhuma retorno,0
bom entrega rápida,2
parabéns pontualidade qualidade produto,2
produto entregue hoj,0
comprei duas cortinas recebi apenas pra dar presente infelizmente deu certo,0
entrega super rápida,2
entrega rápida,2
produto data validade proxima informado hora venda,0
so queria saber porque ate hoje ainda nao recebir produto demorando dia hoje nada nao recomento nao,0
bom,2
bom produto,2
excelent,2
adquiridas unidades momento entregues unidad,1
gostei chegou prozo certo perfeito,2
legal,2
chegou rápido esperado,2
primeira compra lannister fiquei bem satisfeito aguardo promoço,2
gostei produto embora espera outra outra forma bíblia comprei veio títulos cada capitulo,1
entregaram ainda passou data entrega,0
data entrega perfeita,2
preço bom entrega super rápida superou expectativa,2
fiz compra três itens porém cadeira hoje entregue aguardo posição urgent,1
recebi apenas luminária proced,0
pessima escolha quero dinheiro volta,0
excelente veio antes previsto conforme anuncio,2
recomendo td ok,2
ainda abri pois presente vai aberto quinta feira algum problema produto avisarei,2
embalagem veio violada,2
entregaram dentro prazo protetor veio parte descosturado pena veio defeito fabricação,2
fiz compra feita entrega dia marcado aguardando resposta grata fabiana,0
produto entregu,0
chegou antes prazo,2
recomendo,2
super enrolado transporte desatualizado prazo dias esperando,0
produto chegou perfeitas condições antes prazo esperado obrigado,2
atendimento primeira,2
entrega ocorreu conforme esperado,2
recebi produto entretanto wireless controle fica oscilando funciona melhor somente ligado diretamente xbox,1
produto exelente loja competent,2
produto bom peca pouco dificuldade olhar hora,1
nao enviam produto nao cancelam pedido stark caindo conceito devido parcerias projetos loja,0
recomendo,2
nao posso avaliar ter recebido,0
melhor imaginei grande designer sofisticado,2
entregue antes prazo,2
descrição produto condiz descrição compra composição algodão entanto embalagem produto descrição algodão poliest,0
produto quebrado partes acionei garantia deste parceiro stark retornam contato péssimo negócio,0
recomendo,1
frete caro valor compra,2
vendeu produto além disso cobrou mês entregou deu satisfação,0
excelente produto chegou antes data prevista,2
protudo otima qualidade chegou antes prazo entrega parabén,2
prestar atenção solicitação pedido clientes transtorno,2
gostei produto entregue prazo,2
ótima entrega,2
mim deixou esperar tempo vim avisar possível efetuar entrega,0
boa tarde motivo seguinte pedido máquina costura galoneira agulhas entregue máquina costura galoneira agulhas consegui falar fornecedor,1
pedi coisa mandaram outra ainda valor menor enfim consultaram sobr,0
ótimo produto exatamente queria,2
comprei produto segunda pois pois tercerizada entregou errada nao realizou troca segunda vez produto veio errado enfim nao confio targaryen,0
prazo entrega longo,1
bom achei produtomais claro patece encarte qualidade produto propaganda,0
chegou antes prazo entregaram tudo certo falta usar testar,2
produto bom embalagem bem feita transport,2
recomendo ótimo comprei primeira vez gostei entrega rápida,2
adorei mercadoria exatamente descreve anúncio entrega antes prazo recomendo,2
recebi aparelho cor errada solicitei preto recebi bco tudo bem problema aparelho bonito,1
adorando compra lannister recomendo entrega tudo bem antes prazo,2
preciso entregue produto,0
recebi lentes contato grau errado pedi recebi pedi recebi,1
recomendo chegou bem rápido,2
pena frete salgado pois ai comprariamo,2
produto chegou prazo tudo certo produto original recomendo loja,2
bom atendimento entrega recomendo,2
produto melhor pensei entrega rápida valeu,2
boa loja,2
recebi apenas sapatinho marca bebella outro sapatinho silicone veio junto,1
prazo entrega loja demorado gente nao urgencia fica tudo bem,2
otima compra,2
produto deverá entregue end fornecido contudo horario h h põe tratar órgão público grato,2
produto entregue antes prazo super recomendo,2
produto entregue corretament,2
compro nada baratheon,0
recomendo leve versátil,2
bom dia infelismenti tivi cancelar devido situaçao governo estao colocando professores contratados assim coisas resolvidadas quero comprar obrigada,1
pedido entregue antes prazo previsto super recomendo loja,2
produto ainda entregue passou prazo,0
gostei demorou chegar,0
entregou certo tudo ok,2
produto chegou certinho antes data agendada entrega,2
atraso entrega,2
mercadoria diferentes origin,2
entregaga prometida certo tempo apareceu atrasada entregue dia março agora nada confirem voltagem posso avaliar empr,0
vcs parabéns produto entregue antes prazo adorei produto indicaria certeza loja obg,2
tudo ok,1
parabéns rapidez entrega,2
produto chegou bem antes previsto ótimo,2
tudo ok,2
pedido entregue corretamente antes prazo previsto,2
recomendo pontu,2
gostei entrega rapida,2
bom gostei,2
excelent,2
primeira vez adquiri produto baratheon feliz mercadoria ter chego rapidez pois moro região norte rr muita dificuldade quanto prazo entrega,2
bom compra tranquila entrega super rápida recomendo todo,2
lannister superando sempr,2
recomendo,2
cortina perderia alta,1
produto perfeito,2
atendeu expectativa,2
nao recebe cores pedido,0
ok,0
momento recebi apenas lixeira nao recebi relógio,0
bom produto,2
fico satisfeita comprar lojas lannist,2
chegou antes prazo,2
produto bom funcionou esperado,2
comprei produto agora chegou consigo rastreamento certo,0
produto chegou bem rápido produto ótima qualidade recomendo,2
posso culpar loja porém deprimente receber momento encomenda culpa correio,1
entrega dentro prazo produto entregue perfeito estado,2
gostei retficação nome correto maria faraildes santo,2
bom,0
produto chegou certo pedidos levei tufo veio ninguém respondeu nada,2
apenas chegou pendente enviei email descrevendo ocorrido ainda recebi nenhuma satisfação aguardando,0
ainda recebi produto,0
foto mostra kit canetas descrição engana comprador,0
satisfeito,2
ótimo,2
produto excelente qualidade bonito targaryen parabéns entrega antes prazo bem embalado ficou lindo cozinha amei,2
gostei lindo,2
recomendo produto loja,2
recomendo produto,2
recebi antes previsto ainda testei dei nota maior,1
chegou antes agendado conhecia produto maravilhoso,2
nao recebi encomenda,0
bom parabén,2
recebi encomenda antes prazo estipulado porém produto qualidade bem ruim alças soltou primeito uso,2
avaliar positivamente produto ainda entregu,0
aguardo,1
mandei email respondi produto disse entregue pedindo assinatura pra mim ver alguem pode ter recebido lugar email respondido,0
recomendo duvida,2
simplemente maravilhoso chegou antes prazo entrega rapidissima amei,2
parabens rapidez entrega,2
chegou antes previsto veio bem embalado papel presente adorei,2
gostei produto entrega bem antes prazo indicado,1
boa compra fiquei satisfeito,2
adorei agilidad,2
ainda abri embalagem,0
recomendo produto ótimo prazo entrega cumprido feliz compra,2
nao recebi produto,0
chegou antes prazo produto excelent,2
insatisfeita porque venho recebendo informações sobre produto comprado momento produto cheg,0
gostei produto boa qualidade recomendo obrigada fornecedor aniversário shoptaim,2
excelente produto,2
colcha comprei totalmente diferente cor nada site liguei duas vezes pra resolve sobre troca falaram vai entrar contato agora nada,0
comprei cada pneu chegou conforme combinado prazo tudo certo recomendo,2
produtos sempre excelentes qualidades testando grato,2
comprei dia data compra vc mudaram,0
satisfatória,2
deveriam colocar relógio embalagem adequada veio enrolado plástico,2
nao recebi ainda,1
comprei errado,2
bonito qualidade excelente preço recomendo,2
encaminhou antes prazo,2
boa,1
comprei relógio descrição produto acompanhando caixinha veio senti enganada enviei email retorno descrição produto deve real consumidor,0
superou expectativas bom,2
cor creme totalmente branco descrito,1
material qualidad,2
fabricação feita cidade entrega extremamente rápida produtos vieram conforme comprado tudo ok,2
péssima pois colcha cobre leito tecido lançou fino ainda veio defeito capas almofadas descusturada,0
ótima empresa rapida,2
tudo ok,2
mochila linda reforçada entrega rápida,2
produto conforme descrição,2
produto chegou suuuper rápido super bem embalado adorei certamente comprarei vez,2
entregue bem antes prazo estipulado leg,2
mto rápido,2
excelente produto,2
cliente satisfeito,2
tudo ótimo produto loja parceira entrega vou comprar sempr,2
tudo ok conforme anunciado,2
,0
entrega super rápida cubo bom vale pena comprar,2
ótimo produto entrega feita bem antes prazo comprei dia várias lojas porém entregou menor tempo embalagem deixou desejar papelão frágil,2
serviu perfeitamente suzuki yes en,2
comprei dois itens entregue agora aguardando resposta,0
ótimo vendedor produto chegou prazo,2
produto veio certo entrega super rápida antes prazo,2
bom entregue antes prazo produtos alta qualidad,2
recebi agora produto,0
sim medicamento uso contínuo demora quase dias entrega absurdo prefiro pagar pouco caro produto receber dia,0
bom,2
produto veio todo arranhado,0
super pratico comprar entrega bem antes prazo,2
ótimo produto,2
geralmente compras desse tipo escolhemos produto imagem cores estampas etc fato chegou escolhido informaram poderia vir outra estampa,0
melhores serviço entrega simples mim dia,2
produto chegou dentro prazo veio descrito site enquanto funcionando conforme esperado,2
produto super facil compra site entrega dias bom,2
produto funciona,0
amei achei caro,2
produto fraco,0
loja entregou produto coesão dentro prazo estipulado embalagem bom estado recomendo,2
recebi conforme pedido tudo perfeito,2
filho amou mochila perfeita melhor ainda chegou justo aniversário,2
demora entrega,0
produto qualidade conformidade anunciado ótimo prazo entrega super recomendo,2
boa noite pedalar hj usando lanternas chegar casa percebi lente protege lâmpada saiu usei apenas duas vezes vcs podem resolver nunca problemas sit,1
loja pessima nao indicaria pra ninguem lannister nao conpro nada mercadoria conprei so entregue entregue nao ir busca correio paguei fretepra nada,0
entrega antes prazo produto qualidad,2
n d,2
produto encontrado bom preço site entregue bem rapido,2
faz pouca coisa produto bom,1
embora comprado produto durante black friday presentear criança família presente chegou tempo natal obrigada comprar pressas presente substituto,0
produto bom chegou prazo,2
encaminhado ontem mail informando mercadoria veio faltando ate momento recebi nenhuma ligação contato posso entrar,0
aguardando entrega sempre compro lannister nunca problemas espero ter ahora,0
hoje recebi produto resposta sobre ressarcimento aguardo solução continue comprar stark,0
rapidez agilidade entrega produto qualidad,2
entrega bem antes prazo produto bem embalado bem melhor esperava recomendo,2
presente data recebi produto comprado solicito providência,0
quero produto espero correio recebi notificação chegada,0
comprei vez vcs vez deu tudo certo êxito dessa vez satisfeita pois produto chegou incompleto comprei unid onde chegou unid ainda divergent,2
ótimo fone ótima velocidade postagem entrega único ponto achei pouco desconfortável,2
topp,2
bastante rapido,2
prazo entrega bem rápido,2
produto dentro esperava loja continua tendo confiança,2
recomendo entregaram bem antes prazo,2
indignado esperando produtos veio ag,0
paguei recebi produto agora,0
produtos vieram certo boa qualidad,2
problema entrega produto sendo greve correios portanto nao posso injusta nao recomendar loja,0
entregou antes prazo produto perfeito estado,2
recebi produto corretamente dentro prazo aparentemente produto original testei qualidade impressão ainda aparentemente problema,2
sim,2
targaryen intermediário lojas commerce consumidor totalmente desorganizada dou nota zero targaryen,0
recomendo produto chegou antes prazo atendeu expectativa,2
talvez opinião mude sobre avaliação geral agora recebi produto,0
recomendo,2
bom,2
produto entregue antes prezo dado perfeitas condições embalagem,2
recebi certinho,2
ultrabook bom rápido bonito lannister sempre entregando antes prazo,2
produto bom entregaram bem antes prazo gostei,2
maravilhoso,2
entregue perfeito,1
recebi produto dinheiro volta,0
bom,2
produto dentro expectativa relógio funciona bem gostei,2
bom dia produto veio danificado faço troca,0
capa violão entregue banquetas comprei junto ainda sera algum problema,2
anida montei produto parece tudo bem,1
produto chegou pra mim desapontado pois trata segundo produto fica solto aí esperando todos dias acho falta respeito comigo,0
entrega rápida veio película brind,2
responsabilidade entrega produto vendedor correios problemas culpa comprador filha ficou presente aniversario dinheiro pagu,0
excelente vendedor entrega dentro prazo,2
deveria porco rápido jogue paguei fret,2
bom,2
produto chegou conforme esperado interessado pode mandar vê,1
satisfeito obrigado,2
empreza otima pessimo transportadora correios retem produto dias parado rastreio,2
gostei irei comprar,2
produto falsificado,0
bom chegou bem antes prazo combinado excelent,2
entrega rápido produto boa qualidad,2
gostei design relógio porém veio caixa jogado caixa correio opinião cada detalhe importante principalmente fidelização client,0
gostei ter feito compras site obrigada,2
pedimos produto vita complex homem veio mulher solicitei troca evitar transtornos fiquei bem frustada falta cuidado responsabilidade parte empresa,0
rápida entrega adorei,2
entregue conforme pedido funcionando bem,2
bom produto,2
almofadas lindas porem pedido paguei almofadas entregu,1
produto exato anúncio,2
produto exatamente esperado,2
péssimo parceiros vc,0
produto qualidade recomendo,2
produto melhor esperava,2
ótimo produto atendimento,2
produto entregue atraso,0
boa tarde segunda vez escrevo comprei produtos dia pedido faturado separadamente loja questão recebi apenas produto deveria ter recebido produto,0
excelente produto obrigada,2
compatível valor entrega super rápida parabéns pra loja,1
produto bom entrega antes prazo previsto,2
quase mê,0
adorei produto,2
produto chegou correto chegou prazo esperava otimo produto,2
excelente tudo parabéns produto entregue antes prazo conformidade pedido,2
loja cumpri prazo estipulado,0
entrega bem antes prazo previsto satisfeita,2
produto prometido entrega máximo março,0
produto bom recomendo preço vale pena,2
solicito cancelamento,0
chegou certinho prazo parabén,2
satisfeito nível serviço prestado,2
recebi produto dentro prazo programado bem embalado primeira semana uso pude perceber primeiros resultados satisfeito,2
site claro objetivo comprometimento cliente prazo entrega superou data proposta,2
produto ainda instalado,0
produto chegou bem antes prazo entrega feliz loja produtos adquiridos recomendo,2
comprei capinha moto z capinha chegou moto z,1
enviado nota fisc,2
material bom bolsa adorei,2
boa recomendo,2
produto bom,2
produto chegou rápido qualidade recomendo,2
produto entregue dia certo estabelecimento entrega comercial fechado dia hoje recebi,2
preciso final compra junte produtos cobre apenas frete paguei fretes produtos tintas epson,2
ótimooo,2
produto excelente qualidade entregue antes previsto super recomendo,2
bom produto atendeu necessidade ok,2
deu tudo certo chegou prazo reclamaçõ,2
esqueci senha consegui entrar conta pegar código rastreio produto ainda chegou sei onde obrigado,0
otimo,2
ainda recebi produto dei recomendaria,1
recebi tudo certo porem veio trincada cuba preciso troca urgencia,2
aguardando chegada produto,1
eficiente pedido entrega,2
compraria frete gratuito,2
cortinas bonitas porem material melhores acabamento deixa pouco desejar geral deixa ambiente elegant,1
fiz encomenda produto cancelaram pedido consigo acessar vale bloqueado falar continua disponível site acho falta respeito quero saber vou receb,0
ja outros produtos vou compar breve preços bom informado tempo todo trajetória produto chegou perfeita ordem parabéns todos indicando psra amig,2
instalei pneu ainda parece otima qualidade super recomendo loja,2
gosto comprar site lojas lannist,2
chegou creatina wheys pedi,0
bonita ótimo acabamento entrega super rápida adorei,2
loja boa produto deixa desejar pois vive travando abertos muitas portas usb,2
bom produto gostei prazo entrega demorado,1
,2
ótimo vendedor,2
produto original trata réplica sentindo trouxa pq confiei nome loja dei m,0
site stark dificilmente atrasa entregas razão sempre recomendado mim,2
holá recebi produto telefonema referente comprei,0
além muita organização desde emissão nota fiscal produto entregue nenhuma avaria,2
embalado forma nao padrao original caixa igual original nao celo orográfico falso nao mostra nome marca caixa nao lacrada enganado,0
acabamento ruim dificultando instalação,0
comprei dois potes entregaram agora resolveram problema,0
gostei produto dificuldade montar pois conseguia rosquear porque amassadinho furo dei jeito ficou bom,2
chamei pessoas área conseguimos fazer funcionar funcionou ifone andróides funciona vou devolver loja vender outro desavisado manual inglês site chin,0
chegou porém prazo estipulado hora gerar pedido,1
bom,2
realidade comprei dois produtos nesta loja entregue enquanto nota fisc,1
mal colocada ficou bolha grande centro tela celular retirar usar película funções observação,1
ótimo produto entrega antes prazo,2
bom parabem,2
anilhas kg ainda chegaram,1
nada,1
produto veio correto talvez avaliarem melhor frete pois caro pra trazer próprio telefon,2
show bola rapido bom produto,2
fiz várias compras jamais problemas considero trabalho site excelent,2
fiz pedido joico treatament balm moisture recovery mascara ml so recebi dia janeiro quero saber fica outro pois valor ja cobrado descontado fatura ob,0
principio gente recebe produto saquinho plástico super amarrado cheio fita adesiva assim vem péssimo,0
bom,2
produto defeito aguardando loja entrar contato comigo tempo todo hoje nada,0
ótimo produto entrega rápida antes prazo,2
perfeito original chegou bem antes previsto excelent,2
recebi antes prazo terceira compra faço sempre recebo antes sempre produto correto,2
produto ótimo chegou antes prazo,2
quero produto vou entrar processo falta respeito,0
super recomendado,2
oportunidade usar espero tudo certo,0
recebi apostika correios lah tambem,0
fornecedor confiavel recebi produto conforme prometido sòmente período espera recebimento longo comprometeu confiança client,2
nao recebi base bebe conforto preciso comprei completo presente cha bebe aguardo retorno urgent,0
relogio si bom esperava ponteiros fundo vez adesivo ta bom,1
entrega antes prazo produto veio bem embalado ótima qualidade recomendo todo,2
algum problema entrega produto cheg,0
produtos entregues prazo excelente qualidad,2
chegou bem antes prazo fiz compra dois produtos apesar outro ainda chegado estojo chegou rapido satisfeito compra,2
encarte anuncio tamanho comprei apareceu janela vou trocar pedido,1
cor completamente diferente pedido diz roxo azul,0
parece bom,2
site seguro recomendo colegas realmente interessado fazer compra neste sit,2
deu tudo certo,2
ainda recebi pedido ti enviando enail ninguém respond,0
adorei ótimo produto,2
loja recomenda,2
fiz pedido dias dia moça liliane mandou zap dizendo produto caminhão assaltado entregaria outro nd dia zap trocou produto nd ain,0
entregue antes prazo chegou tudo certinho recomendo,2
bom dia faltando cpmonjo mesa junto colcha quinta feira recebi produto outro nao colcha veio junto cabides cominho mesa,1
gostei pensei material resistent,1
produto chegou antes prazo perfeitas condiçõ,2
entrega feita forma rápida deu acompanhar direitinho trajeto único pequeno problema caixa chegou amaçada danificar produto,2
recebi produto,0
ótimo produto entregue dentro prazo,2
comprei pensando cama veio capa colchão fiquei teiste comi devolver pra mim senhonha anos acamada assim vc fez propagandaso pen,0
bom,2
rápido eficaz,2
otimo,2
pelicula chegou quebrada condições uso,0
bom,2
comprei sublinho aprovou diz tá tudo correto,2
produto bom veio parafusos dobradiças soltando mudar dobradiças lugar,1
neste pedido veio faltando jogo lençóis conforme email enviado,0
produto entregue perfeito estado antes prazo obrigado,2
produto entregue dentro prazo combinado correto recomendo,2
super recomendo chegou super rápido,2
lembra nada cobre leito verdade lençol tecido grosso áspero solicitei devolução,0
produto chegou antes prazo,2
queria trocar máscara pois comprei errado,2
parabéns stark produto entregue bem antes prazo previsto satisfeito,2
produto chegou dentro prazo informado,1
melhores loja onlin,2
chegou prazo recebi hj,0
pedido cancelamento precisa cancelar obrigada,2
recebi nemhum informe momento,0
empresa boa,2
comprei srmpre faço porém dessa vez produto ficou retido correio outro município casa costum,0
satisfatório produto chegou prazo,2
primeira vez comprei gostei agora falta chegar cinta modeladora comprei dia outras compra,2
produto enviado diferente aquisição fiz devolução aguardando retorno,0
produto ótima qualidade entrega antes prazo recomendo,2
otimo,2
otimo lindo,2
comprei bonecos desse pelúcia entregaram,0
produto veio correto porem faltou manual instruções entrei contato empresa porem obtive resposta equipamento parado pois referencias usalo,0
chegou dentro prazo ficou pouco menor nada tão significativo satisfeito compra,2
pedido entregue prazo atendimento bom,2
recomendo loja,2
produto diferente anunciado muita dificuldade devolver site nao entra contato responde reclamações recomendo,0
perfeito,2
entrega rápida ionizador bom respirando melhor recomendo,2
confesso medo fazer compras stark satisfeita recomendarei site stark todos amigos parabén,2
incrível primeira vez demora pra entrega compra porém acredito razão ainda recebi compra,2
lindo,2
produto qualidade entrega prazo recomendo,2
produto bom,2
desagradável receber dois produtos iguais separadamente dias diferentes nota fiscal gera insatisfação,2
bom,2
jeito imaginava lindas toalha,2
comprado bico injetor chegou ainda faltando entregar bico compra realizada,1
fizeram contato comigo solução postado chegou mandaram outro,0
produto entregue atraso correios referência agora ruim,1
pincéis lindo,2
produto chegou bem antes prazo problemas dúvida relação qualidade móvel reclamar recomendo,2
enviaram produto errado fiz reclamação site pois ate agora consegui telefone fazer contato absurdo falta respeito vou entrar justiça,0
além bem feita manta surpreendeu acabamento material gostei bastante produto qualidade bonita,2
entrega antes prazo excelent,2
produto qualidade esperava bom,2
excelente serviço,2
excelente produto,2
bom fiquei feliz produto valeu,2
feito estorno produto demora grande pra resolver problema resolvido,0
produto nao cheg,0
bom super indico entrega rápida parabén,2
produto entregue tudo cetinho parabens lojas lannist,2
logística dinâmica cumpre responsabilidad,2
entrega super rapida produtos lindos paraben,2
recebi colorido,0
adorei chegou tempo previsto obrigada,2
produto chegou residência,0
ótimo,2
recebemos quase mês antes previsão produto conta recomendo,2
fichário comprei veio bem rápido bem embalado,2
produto nada ver cor pedi ficou pequena tanque moto,0
entrega demorada ainda mandaram cor errada,1
produto lindo fiquei encantada parece roseira verdade so nao gostei pq anuncio preço quase promoção achei led kkk,0
entregue antes previsto sastisfeito,2
funcionando perfeitament,2
faltou produto,0
tudo ok,2
chegou bem rapido tudo bom,2
adorooo,2
hoje ainda recebi produto consta chegada cidade pedido feito,0
bom,2
pedido cancelado unilateralmente lojas lannister dar satisfação,0
produto informe site comprador perca tempo,0
comprei dois conjuntos cabides recebi apenas aguardo contato referente segundo conjunto obrigada,0
fantástica cafeteira excelente café chegou dentro prazo avarias ótimos produto,2
produto chegou antes prazo achei melhor foto diferente bonito recebi bem simples cor outra,0
recebi email marketplace stark informando lojista poderá atender pedido pois estoque disponível realizariam cancelamento reembolso ainda ocorreu,0
compra produtos momento apenas chegou residencia dia aguardando retorno sobre outro pois nota fiscal constando produto,0
produto qualidade recomendo,2
entrega super rápida produto ótima qualidad,2
encomendei lustres primeiro chegou dois dias chegou segundo terceiro nunca cheg,0
paraben,2
ótimo produto,2
efetuei compra ainda recebi produto,0
ótimo produto ótima loja,2
ótimo produto entrega antes prazo tudo ok,2
comprei araras roupas dia entanto dia recebi apenas nota cobrando dua,0
produto bom recomendo certeza,2
amei produto super recomendo,2
demorou muiiitoooooooo pra chegar produto,0
loja excelente produto defeito aguardo troca,0
tudo ok produto bem menor parecia foto,2
produto chegou ótimo estado,2
achei pequeno produto,1
produto bom entrega demor,0
ótimo vendedor recebi produto prazo combinado ótimo produto,2
recebi produto dentro prazo recomendo,2
produto recebido correto significativo atraso entrega,1
comprei produto entregue sob alegação havia estoque seguida produto sendo propagado valor maior resultado adquiri plan,1
material qualidade produto prático deixa desejar espécie manta colocada sobre sofá encaixes amarrações deixem capa firme móvel,2
bom atendimento,2
melhor tempo entrega produto excelente qualidade supera expectativa,2
produto qualidade ótimo preço entregue conforme combinado,2
tudo bom,2
produto veio faltado controle luz l,0
compradas cadeiras porém entregue somente vendedor ficou verificar retorn,0
favor verificar entrega nao veio correta protetor coluna manta porem nao recebemos manta somente protetor coluna,2
cumpriu prometido,2
primeira compra online boa experiência,2
excelente produto atendimento,2
muita demora entrega produto,0
vou começar usar espero resultados favorávei,1
veio tudo certinho super recomendo produto chegou antes previsto,2
mercadoria viajou brasil todo antes chegar atrasou então ta ok varginha rio bh varginha bh rota,2
achei material frágil esperava melhor qualidade produto comprei recentemente produto similar motivou compra infelizmente esperava,2
tanto on line loja vale pena,2
chegou prazo produto queria,2
produto indicado chegou antes prazo,2
acho vcs manda ta anunçio,0
demorou chegar,1
muita demora enviar produto demorou tirar simples nota fiscal enviar produto inclusive cheg,0
produto chegou perfeito estado prazo correto,2
máscara simplesmente faz milagr,2
produto entregue rapidez qualidad,2
gostei recomendaria,2
fiquei surpreso entregou cedo esperava chegou dia vez dia,2
período longo entrega,0
equipe parabéns preços bom entrega rápida produto qualidade recomendo aprovo,2
firma cumpre prometido pagamento feito vista agora recebi produto,0
site lannister bom nao reclamar pois filhs anos desde pequeno compro site dvd infantis brinquedos fralda,2
jeito descrição satisfeita ótimo produto custo beneficio indico,2
nao recebi produto ainda,1
muita demora entrega prazo discriminado ato compra rastrear pedido consta entregue dia recebi nada momento end hor comerci,0
produto ates prazo,2
comprei dois recebi apenas segundo atendente segunda chegar agora recebi nenhum rastreamento segunda grelha,0
super recomento chegou todo embalado antes prazo estipulado,2
bom recomendo,2
recomendo produto boa qualidade chegou prazo esperado,2
ótimo entrega dentro prazo,2
recomendo entrega antes prazo bem embalado,2
gostei útil cozinha,2
amei produto,2
comprei produtos so veio falta respeito client,0
insatisfeita fiz cinco compras quatro entregues conforme combinado somente deste vendedor,0
adoreiii,2
boa noite liguei peça tomada estragou minutos aguardo solução att,0
solicitei troca produto ainda resposta,0
prático fácil usar além fácil lavar recomendo,2
tudo certo sempre lannist,2
gostaria saber motivo recebimento produto visto fiz compra quatro produtos sendo três recebi control,0
recebi bem antes prazo tudo esperava,2
esperei quase semanas pra receber adaptador chegar defeito muuuito frustrado,0
produto perfeito entregue antes prazo estipulado obrigada,2
valeu pena cobre leitos solteiro casal queen veio errado exijo troca urgente quero problemas pra mim pra vcs necessário vou onde couber c,2
nunca comprarei empresa lannister perderam client,0
comprei produtos pedido srs chegou falta fiquei surpreso ver nota fiscal único produto jogar pedido,2
produto chegou antes prazo estimado bem embalado apresentado,2
loja mandou produto saia box cama casal king perola lese tecido microfibra branco saia cama box casal king perolla enviado ainda aguardando,0
corrente bonita,2
ainda recebi tudo compro lannister feito entrega susseco,2
produto ótima qualidade ótimo acabamento lindíssimo recebi antes prazo irei comprar segunda peça aprovado,2
so recebi unidade comprei dois aparelhos pretos cheg,1
ainda aguardando entrega produto,0
otimo,2
material ótimo,2
produto atendeu expectativa,2
recebi produto correto antes prazo,2
tudo perfeito celular maravilhoso super recomendo tudo loja super correta recomendo,2
bom produto cumpre promet,2
prestei atenção anuncio gostei material sinceramente compraria novament,0
entregaram somente quatro cadeiras prazo estabelecido,0
frete caro,2
recomendo entrega rápido produto qualidad,2
recomendo loja nunca problema algum,2
recebi produto dias antes prazo estimado ótimo,2
adorei produto entrega rápida,2
parceiro lerdo fisesse reclamação td dia produto chegado tempo dia criança,0
ótimo produto,2
rapidez efetuar compra porém prazo expirou recebi produto desrespeito consumidor,0
recebi ainda,0
comprei produto chegou veio cor rosa invez cor vermelha foto pedi cancelamento produto ja mes ate agora nada reembolso demorado,0
gostei entregar rápida,2
anuncio diz isolado verdade whey comprei enganado,0
bebê conforto chegou porém base cheg,0
bom compra confiança parabéns toda equipe atendeu obrigado tenção desejo totos feliz notau nota,2
